2018-12-11 00:07:18.637543
2018-12-11 00:07:20.735693
2018-12-11 00:07:22.755727
2018-12-11 00:07:24.657941
2018-12-11 00:07:26.593708
2018-12-11 00:07:28.613798
2018-12-11 00:07:30.607355
2018-12-11 00:07:32.552069
2018-12-11 00:07:34.680098
2018-12-11 00:07:36.607440
2018-12-11 00:07:38.997930
2018-12-11 00:07:40.676592
2018-12-11 00:07:42.624290
2018-12-11 00:07:44.668748
2018-12-11 00:07:46.629719
2018-12-11 00:07:48.674152
2018-12-11 00:07:50.678710
2018-12-11 00:07:52.756718
2018-12-11 00:07:54.674946
2018-12-11 00:07:56.650418
2018-12-11 00:07:58.738135
2018-12-11 00:08:00.611230
2018-12-11 00:08:02.746769
2018-12-11 00:08:04.712402
2018-12-11 00:08:06.729909
2018-12-11 00:08:08.650411
2018-12-11 00:08:10.708185
2018-12-11 00:08:12.663696
2018-12-11 00:08:14.620204
2018-12-11 00:08:16.714000
2018-12-11 00:08:18.680133
2018-12-11 00:08:20.678361
2018-12-11 00:08:23.006662
2018-12-11 00:08:24.706066
2018-12-11 00:08:26.681979
2018-12-11 00:08:28.683213
2018-12-11 00:08:30.746051
2018-12-11 00:08:32.837416
2018-12-11 00:08:34.698656
2018-12-11 00:08:36.770282
2018-12-11 00:08:38.702975
2018-12-11 00:08:40.701752
2018-12-11 00:08:42.719787
2018-12-11 00:08:44.715706
2018-12-11 00:08:47.081548
2018-12-11 00:08:49.663036
2018-12-11 00:08:50.734749
2018-12-11 00:08:52.727814
2018-12-11 00:08:54.804407
2018-12-11 00:08:56.739524
2018-12-11 00:08:58.645266
2018-12-11 00:09:00.690088
2018-12-11 00:09:02.762654
2018-12-11 00:09:04.923812
2018-12-11 00:09:06.936022
2018-12-11 00:09:08.761713
2018-12-11 00:09:10.874903
2018-12-11 00:09:12.882294
2018-12-11 00:09:14.765700
2018-12-11 00:09:16.914155
2018-12-11 00:09:18.822346
2018-12-11 00:09:21.056201
2018-12-11 00:09:22.938001
2018-12-11 00:09:24.948397
2018-12-11 00:09:27.077204
2018-12-11 00:09:28.789729
2018-12-11 00:09:31.074841
2018-12-11 00:09:33.579459
2018-12-11 00:09:34.743284
2018-12-11 00:09:36.750977
2018-12-11 00:09:38.886029
2018-12-11 00:09:40.858227
2018-12-11 00:09:43.098013
2018-12-11 00:09:44.910676
2018-12-11 00:09:46.929237
2018-12-11 00:09:48.827176
2018-12-11 00:09:50.823396
2018-12-11 00:09:53.068129
2018-12-11 00:09:54.837253
2018-12-11 00:09:56.775768
2018-12-11 00:09:58.783498
2018-12-11 00:10:00.835920
2018-12-11 00:10:02.923151
2018-12-11 00:10:04.838613
2018-12-11 00:10:06.863094
2018-12-11 00:10:08.876693
2018-12-11 00:10:10.846214
2018-12-11 00:10:12.791183
2018-12-11 00:10:14.911120
2018-12-11 00:10:16.859154
2018-12-11 00:10:18.838374
2018-12-11 00:10:20.889359
2018-12-11 00:10:22.822248
2018-12-11 00:10:24.976184
2018-12-11 00:10:27.176011
2018-12-11 00:10:28.959685
2018-12-11 00:10:30.942538
2018-12-11 00:10:32.970815
2018-12-11 00:10:34.998761
2018-12-11 00:10:36.939572
2018-12-11 00:10:39.405737
2018-12-11 00:10:40.948830
2018-12-11 00:10:43.005467
2018-12-11 00:10:44.792084
2018-12-11 00:10:47.177098
2018-12-11 00:10:48.972248
2018-12-11 00:10:51.006432
2018-12-11 00:10:52.853532
2018-12-11 00:10:54.978723
2018-12-11 00:10:56.998287
2018-12-11 00:10:58.923343
2018-12-11 00:11:00.976056
2018-12-11 00:11:02.927654
2018-12-11 00:11:04.975096
2018-12-11 00:11:06.928618
2018-12-11 00:11:08.988327
2018-12-11 00:11:10.977259
2018-12-11 00:11:12.995229
2018-12-11 00:11:14.938044
2018-12-11 00:11:16.990841
2018-12-11 00:11:19.002901
2018-12-11 00:11:20.953637
2018-12-11 00:11:22.999575
2018-12-11 00:11:24.968868
2018-12-11 00:11:26.959927
2018-12-11 00:11:28.967631
2018-12-11 00:11:30.965132
2018-12-11 00:11:32.861313
2018-12-11 00:11:34.919347
2018-12-11 00:11:36.961353
2018-12-11 00:11:38.985549
2018-12-11 00:11:40.929030
2018-12-11 00:11:43.302277
2018-12-11 00:11:45.143940
2018-12-11 00:11:46.991872
2018-12-11 00:11:48.942707
2018-12-11 00:11:51.047809
2018-12-11 00:11:52.948597
2018-12-11 00:11:55.023221
2018-12-11 00:11:57.027921
2018-12-11 00:11:58.973166
2018-12-11 00:12:00.957589
2018-12-11 00:12:03.021313
2018-12-11 00:12:04.967130
2018-12-11 00:12:06.967099
2018-12-11 00:12:09.118415
2018-12-11 00:12:11.106917
2018-12-11 00:12:13.531894
2018-12-11 00:12:15.158243
2018-12-11 00:12:17.092850
2018-12-11 00:12:18.983438
2018-12-11 00:12:21.156344
2018-12-11 00:12:22.990798
2018-12-11 00:12:25.163032
2018-12-11 00:12:27.095103
2018-12-11 00:12:29.106946
2018-12-11 00:12:31.231926
2018-12-11 00:12:33.164181
2018-12-11 00:12:35.116225
2018-12-11 00:12:37.607071
2018-12-11 00:12:40.170444
2018-12-11 00:12:41.894536
2018-12-11 00:12:43.087097
2018-12-11 00:12:45.081526
2018-12-11 00:12:47.162466
2018-12-11 00:12:49.086640
2018-12-11 00:12:51.115117
2018-12-11 00:12:53.136397
2018-12-11 00:12:55.088032
2018-12-11 00:12:57.153024
2018-12-11 00:12:58.990083
2018-12-11 00:13:01.048300
2018-12-11 00:13:03.123633
2018-12-11 00:13:05.427199
2018-12-11 00:13:07.429911
2018-12-11 00:13:09.218615
2018-12-11 00:13:11.227532
2018-12-11 00:13:13.149138
2018-12-11 00:13:15.201177
2018-12-11 00:13:17.135578
2018-12-11 00:13:19.130006
2018-12-11 00:13:21.239487
2018-12-11 00:13:23.140876
2018-12-11 00:13:25.187902
2018-12-11 00:13:27.156178
2018-12-11 00:13:29.378828
2018-12-11 00:13:31.101579
2018-12-11 00:13:33.192331
2018-12-11 00:13:35.197580
2018-12-11 00:13:37.233269
2018-12-11 00:13:39.819163
2018-12-11 00:13:41.223652
2018-12-11 00:13:43.213582
2018-12-11 00:13:45.209164
2018-12-11 00:13:47.253322
2018-12-11 00:13:49.183317
2018-12-11 00:13:51.236670
2018-12-11 00:13:53.252454
2018-12-11 00:13:55.179912
2018-12-11 00:13:57.291511
2018-12-11 00:13:59.352287
2018-12-11 00:14:01.676025
2018-12-11 00:14:03.337785
2018-12-11 00:14:05.471572
2018-12-11 00:14:07.351535
2018-12-11 00:14:09.375603
2018-12-11 00:14:11.342652
2018-12-11 00:14:13.342522
2018-12-11 00:14:15.164593
2018-12-11 00:14:17.384098
2018-12-11 00:14:19.287816
2018-12-11 00:14:21.287063
2018-12-11 00:14:23.274096
2018-12-11 00:14:25.331111
2018-12-11 00:14:27.277555
2018-12-11 00:14:29.238318
2018-12-11 00:14:31.476234
2018-12-11 00:14:33.312161
2018-12-11 00:14:35.399273
2018-12-11 00:14:37.358180
2018-12-11 00:14:39.426191
2018-12-11 00:14:41.380087
2018-12-11 00:14:43.243210
2018-12-11 00:14:45.372127
2018-12-11 00:14:47.346037
2018-12-11 00:14:49.365658
2018-12-11 00:14:51.330359
2018-12-11 00:14:53.297444
2018-12-11 00:14:55.336360
2018-12-11 00:14:57.364873
2018-12-11 00:14:59.339071
2018-12-11 00:15:01.343981
2018-12-11 00:15:03.397363
2018-12-11 00:15:05.319617
2018-12-11 00:15:07.338268
2018-12-11 00:15:09.272572
2018-12-11 00:15:11.331093
2018-12-11 00:15:13.350243
2018-12-11 00:15:15.338423
2018-12-11 00:15:17.302428
2018-12-11 00:15:19.412618
2018-12-11 00:15:21.339296
2018-12-11 00:15:23.341237
2018-12-11 00:15:25.302008
2018-12-11 00:15:27.360001
2018-12-11 00:15:29.310849
2018-12-11 00:15:31.444950
2018-12-11 00:15:33.365850
2018-12-11 00:15:35.314864
2018-12-11 00:15:37.418606
2018-12-11 00:15:39.273563
2018-12-11 00:15:41.236815
2018-12-11 00:15:43.432435
2018-12-11 00:15:45.351204
2018-12-11 00:15:47.294963
2018-12-11 00:15:49.340323
2018-12-11 00:15:51.359062
2018-12-11 00:15:53.307838
2018-12-11 00:15:55.343286
2018-12-11 00:15:57.346426
2018-12-11 00:15:59.411222
2018-12-11 00:16:01.305814
2018-12-11 00:16:03.305853
2018-12-11 00:16:05.406634
2018-12-11 00:16:08.027941
2018-12-11 00:16:09.316629
2018-12-11 00:16:11.425473
2018-12-11 00:16:13.329093
2018-12-11 00:16:15.557568
2018-12-11 00:16:17.432931
2018-12-11 00:16:19.446983
2018-12-11 00:16:21.442117
2018-12-11 00:16:23.404095
2018-12-11 00:16:25.412188
2018-12-11 00:16:27.457269
2018-12-11 00:16:29.403423
2018-12-11 00:16:31.528167
2018-12-11 00:16:33.527836
2018-12-11 00:16:35.470912
2018-12-11 00:16:37.418536
2018-12-11 00:16:39.474478
2018-12-11 00:16:41.382052
2018-12-11 00:16:43.379791
2018-12-11 00:16:45.805957
2018-12-11 00:16:47.475044
2018-12-11 00:16:49.458192
2018-12-11 00:16:51.495273
2018-12-11 00:16:53.413289
2018-12-11 00:16:55.567278
2018-12-11 00:16:57.446866
2018-12-11 00:16:59.455375
2018-12-11 00:17:01.508346
2018-12-11 00:17:03.407786
2018-12-11 00:17:05.469956
2018-12-11 00:17:07.469327
2018-12-11 00:17:09.527757
2018-12-11 00:17:11.503859
2018-12-11 00:17:13.467691
2018-12-11 00:17:15.475244
2018-12-11 00:17:17.316357
2018-12-11 00:17:19.444796
2018-12-11 00:17:21.676207
2018-12-11 00:17:23.506200
2018-12-11 00:17:25.543693
2018-12-11 00:17:27.451050
2018-12-11 00:17:29.446178
2018-12-11 00:17:31.699115
2018-12-11 00:17:33.573589
2018-12-11 00:17:35.458548
2018-12-11 00:17:37.459728
2018-12-11 00:17:39.467075
2018-12-11 00:17:41.715056
2018-12-11 00:17:43.574903
2018-12-11 00:17:45.524650
2018-12-11 00:17:47.587657
2018-12-11 00:17:49.547499
2018-12-11 00:17:51.561975
2018-12-11 00:17:53.593346
2018-12-11 00:17:55.496039
2018-12-11 00:17:57.551115
2018-12-11 00:17:59.970309
2018-12-11 00:18:01.566442
2018-12-11 00:18:03.640183
2018-12-11 00:18:05.557608
2018-12-11 00:18:07.632096
2018-12-11 00:18:09.654661
2018-12-11 00:18:11.566426
2018-12-11 00:18:13.574626
2018-12-11 00:18:15.602129
2018-12-11 00:18:17.601000
2018-12-11 00:18:19.591881
2018-12-11 00:18:21.610225
2018-12-11 00:18:23.712299
2018-12-11 00:18:25.603048
2018-12-11 00:18:27.618264
2018-12-11 00:18:29.662519
2018-12-11 00:18:31.609801
2018-12-11 00:18:33.615169
2018-12-11 00:18:35.617757
2018-12-11 00:18:37.665106
2018-12-11 00:18:39.718497
2018-12-11 00:18:41.747931
2018-12-11 00:18:43.707719
2018-12-11 00:18:45.785578
2018-12-11 00:18:47.633405
2018-12-11 00:18:49.649029
2018-12-11 00:18:51.642473
2018-12-11 00:18:53.657331
2018-12-11 00:18:55.588994
2018-12-11 00:18:57.689240
2018-12-11 00:18:59.611496
2018-12-11 00:19:01.603849
2018-12-11 00:19:03.660094
2018-12-11 00:19:05.730653
2018-12-11 00:19:07.719119
2018-12-11 00:19:09.743447
2018-12-11 00:19:11.718928
